Route,Location,URL,Avg Stars,Num Ratings,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Beer & Pizza,Maiden Gully > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107030116/beer-pizza,3.2,9,-1,Boulder,V6,1,25,31.9171,-106.0391
Sledgehammer,Maiden Gully > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111571991/sledgehammer,3.6,9,-1,Boulder,V8,1,,31.9171,-106.0391
Lifestyles of the Steep and Heinous,Maiden Gully > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/119524967/lifestyles-of-the-steep-and-heinous,3.0,1,-1,Boulder,V8,1,,31.9171,-106.0391
Joey Made Me Do It,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127366540/joey-made-me-do-it,3.0,1,-1,Boulder,V2,1,,31.9175,-106.0395
more funky than hunky,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107459544/more-funky-than-hunky,-1.0,0,-1,Boulder,V2,1,10,31.9175,-106.0395
Pop Off!,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127366556/pop-off,3.0,1,-1,Boulder,V3,1,,31.9175,-106.0395
Squeeze Me Tender,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108420864/squeeze-me-tender,2.5,13,-1,Boulder,V3,1,10,31.9175,-106.0395
Preston Brown,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117698383/preston-brown,2.9,22,-1,Boulder,V5,1,10,31.9175,-106.0395
J-Lo,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116655506/j-lo,2.4,8,-1,Boulder,V8,1,,31.9175,-106.0395
Chutes and Ladders,Water Dog Wall > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108420880/chutes-and-ladders,4.0,1,-1,Boulder,V9-10,1,25,31.9175,-106.0395
Belly of Burden,Belly of the Beast > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107427215/belly-of-burden,1.3,9,-1,Boulder,V5,1,12,31.9171,-106.0391
Belly of the Beast,Belly of the Beast > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107427197/belly-of-the-beast,2.7,18,-1,Boulder,V7-,1,14,31.9171,-106.0391
El Fin,Silverback > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109694526/el-fin,3.0,3,-1,Boulder,V5,1,12,31.9171,-106.0391
Silverback,Silverback > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109694422/silverback,3.7,3,-1,Boulder,V7-8,1,,31.9171,-106.0391
Short Term Memory Loss,Meddle Shop > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/112267902/short-term-memory-loss,2.5,2,-1,Boulder,V3,1,12,31.95081,-106.05321
Funk's Arete,Meddle Shop > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118582507/funks-arete,4.0,2,-1,Boulder,V8,1,,31.95081,-106.05321
3 Star Arete,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/115158373/3-star-arete,3.5,29,-1,Boulder,V2,1,20,31.9171,-106.0391
I Own It,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/113550264/i-own-it,2.0,5,-1,Boulder,V3,1,15,31.9171,-106.0391
3 Star Arete Sit,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/113550231/3-star-arete-sit,3.3,36,-1,Boulder,V4,1,20,31.9171,-106.0391
I Own It Sit,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/113550274/i-own-it-sit,2.0,3,-1,Boulder,V5,1,15,31.9171,-106.0391
Tug-A-Dug,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123900797/tug-a-dug,1.7,3,-1,Boulder,V5,1,10,31.9171,-106.0391
Babia Majora,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118161407/babia-majora,3.4,8,-1,Boulder,V6,1,,31.9171,-106.0391
Cannibal Women in the Avocado Jungle of Death,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125666784/cannibal-women-in-the-avocado-jungle-of-death,3.0,1,-1,Boulder,V6,1,15,31.9171,-106.0391
Assless Chapstick,The Five Bimbos > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/121895219/assless-chapstick,3.3,13,-1,Boulder,V7,1,,31.9171,-106.0391
Peckercracker,Raging Pecker Area > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114287248/peckercracker,1.5,2,-1,Boulder,V1,1,12,31.9171,-106.0391
The Trickster,The Trickster > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116836044/the-trickster,3.3,7,-1,Boulder,V2+,1,,31.9171,-106.0391
The Real Bruce Lee,Chop Socky Rocks > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116836947/the-real-bruce-lee,4.0,3,-1,Boulder,V0 PG13,1,,31.9171,-106.0391
Porn Again,Chop Socky Rocks > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116838185/porn-again,2.3,6,-1,Boulder,V7,1,,31.9171,-106.0391
Lithic Technology,The Veranda > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117264847/lithic-technology,2.8,8,-1,Boulder,V4,1,,31.9171,-106.0391
The Bulb of Percussion,The Veranda > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117264868/the-bulb-of-percussion,2.8,6,-1,Boulder,V5,1,,31.9171,-106.0391
Mantle Illness,Mantel Illness > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200356199/mantle-illness,2.5,2,-1,Boulder,V3,1,,31.9171,-106.0391
Mystery Knobbler,Mantel Illness > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118582527/mystery-knobbler,3.0,2,-1,Boulder,V8,1,,31.9171,-106.0391
Two Days With Gene,Mantel Illness > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118582519/two-days-with-gene,-1.0,0,-1,Boulder,V11,1,,31.9171,-106.0391
Uncle Drunkie,Drunk Tank > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/119597480/uncle-drunkie,3.5,4,-1,Boulder,V3,1,,31.9171,-106.03911
Love Muscle,Drunk Tank > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/119597491/love-muscle,3.0,2,-1,Boulder,V6-7,1,,31.9171,-106.03911
One Stone,Two Birds > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127347229/one-stone,2.0,3,-1,Boulder,V0,1,10,31.91532,-106.04071
Right Two Birds,Two Birds > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127347238/right-two-birds,2.3,3,-1,Boulder,V3,1,10,31.91532,-106.04071
Two Birds,Two Birds > East Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127347210/two-birds,2.8,6,-1,Boulder,V7,1,10,31.91532,-106.04071
Best of the Best,Adventureland > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110130199/best-of-the-best,4.0,4,-1,Boulder,V9,1,,31.9129,-106.0456
Kristi Yamaguchi Lifetime Achievement Award,Adventureland > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106087347/kristi-yamaguchi-lifetime-achievement-award,2.0,1,-1,Boulder,V10 PG13,1,25,31.9129,-106.0456
The Hand That Bleeds,Adventureland > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111560222/the-hand-that-bleeds,2.0,1,-1,Boulder,V10+,1,12,31.9129,-106.0456
Seis O My God,The Scepter > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/121576723/seis-o-my-god,3.0,1,-1,Boulder,V0- X,1,30,31.9129,-106.0456
Toe Hoch,The Scepter > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125367465/toe-hoch,3.0,3,-1,Boulder,V7-,1,,31.9129,-106.0456
Best of the West,The Scepter > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107554072/best-of-the-west,3.4,5,-1,Boulder,V7,1,15,31.9129,-106.0456
Chewbacca,The Scepter > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106316443/chewbacca,4.0,1,-1,Boulder,V9-10,1,55,31.9129,-106.0456
Echo Chamber,The Eagle > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117526576/echo-chamber,4.0,5,-1,Boulder,V8,1,,31.9129,-106.0456
Slovenian Classic,Shroom and the Camel Toe > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116249266/slovenian-classic,3.0,1,-1,Boulder,V2 R,1,,31.9129,-106.0456
Camel Toe,Shroom and the Camel Toe > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110130058/camel-toe,2.7,10,-1,Boulder,V4,1,,31.9129,-106.0456
Odd Fungi,Shroom and the Camel Toe > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107427058/odd-fungi,2.2,10,-1,Boulder,V4,1,15,31.9129,-106.0456
Shroom,Shroom and the Camel Toe > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106370271/shroom,3.8,14,-1,Boulder,V9,1,15,31.9129,-106.0456
Minimal Acts,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123793877/minimal-acts,3.3,7,-1,Boulder,V3,1,12,31.9129,-106.0456
Animal Acts,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106430462/animal-acts,3.1,58,-1,Boulder,V5,1,15,31.9129,-106.0456
Honeycomb Hideout,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106442708/honeycomb-hideout,2.4,8,-1,Boulder,V5,1,20,31.9129,-106.0456
Animal Acts OG Exit,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/113881205/animal-acts-og-exit,3.3,7,-1,Boulder,V6,1,16,31.9129,-106.0456
High Scream,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125486211/high-scream,4.0,1,-1,Boulder,V10,1,,31.9129,-106.0456
Scream,Scream > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116075889/scream,4.0,2,-1,Boulder,V11,1,,31.9129,-106.0456
The Bathtub Stand (The Shower),The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118138308/the-bathtub-stand-the-shower,2.0,2,-1,Boulder,V2,1,,31.9129,-106.0456
Splash it on and be Selfless,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/112472654/splash-it-on-and-be-selfless,3.0,4,-1,Boulder,V3 X,1,30,31.9129,-106.0456
Snakeskin Tracksuit,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114159710/snakeskin-tracksuit,2.6,5,-1,Boulder,V3,1,18,31.9129,-106.0456
Off the Bat,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110096637/off-the-bat,2.4,13,-1,Boulder,V4,1,13,31.9129,-106.0456
The Bidet,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111438016/the-bidet,2.0,1,-1,Boulder,V5,1,20,31.9129,-106.0456
Clawfoot,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111438002/clawfoot,3.0,2,-1,Boulder,V8 PG13,1,20,31.9129,-106.0456
Rock'em Sock'em,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107418344/rockem-sockem,3.0,1,-1,Boulder,V8 X,1,36,31.9129,-106.0456
The Bathtub,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106694894/the-bathtub,4.0,8,-1,Boulder,V9,1,35,31.9129,-106.0456
Eckagrata,The Wellsite > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106689405/eckagrata,3.7,3,-1,Boulder,V10 PG13,1,18,31.9129,-106.0456
Star Power,Star Power > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107082627/star-power,3.7,53,-1,Boulder,5.12b V5,1,,31.9129,-106.0456
Sir Farts Alot,Star Power > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107119744/sir-farts-alot,2.3,6,-1,Boulder,V5,1,12,31.9129,-106.0456
Locals Only,Star Power > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107083715/locals-only,1.8,4,-1,Boulder,V7-,1,,31.9129,-106.0456
Crash Dummy,Crash Dummy > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107427137/crash-dummy,3.6,17,-1,Boulder,V7,1,,31.9129,-106.0456
Max Bedroom,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123520355/max-bedroom,0.5,2,-1,Boulder,V0+,1,10,31.91417,-106.04352
Three Sheets to the Wind,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114287098/three-sheets-to-the-wind,2.3,9,-1,Boulder,V2,1,13,31.91417,-106.04352
Death by Mambo,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108037587/death-by-mambo,3.2,18,-1,Boulder,V3,1,25,31.91417,-106.04352
Umbra of Discontent,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123520363/umbra-of-discontent,1.0,2,-1,Boulder,V4,1,20,31.91417,-106.04352
Between the Sheets,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116236536/between-the-sheets,2.9,17,-1,Boulder,V5,1,,31.91417,-106.04352
Between the Cheeks,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116236557/between-the-cheeks,3.1,7,-1,Boulder,V7,1,,31.91417,-106.04352
Natural Disaster,Between the Sheets > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118203323/natural-disaster,4.0,3,-1,Boulder,V10,1,,31.91417,-106.04352
Fire Proof,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111437967/fire-proof,3.0,1,-1,Boulder,V3 R,1,23,31.91562,-106.04694
Pyro Iyskys,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108356851/pyro-iyskys,2.9,10,-1,Boulder,V5,1,12,31.91562,-106.04694
Fire It Up,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111437946/fire-it-up,2.7,6,-1,Boulder,V5 PG13,1,20,31.91562,-106.04694
Soda Pop / Soda Sunday,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200661931/soda-pop-soda-sunday,3.0,1,-1,Boulder,V6,1,20,31.91562,-106.04694
Weiner in a Biner,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200661911/weiner-in-a-biner,3.0,1,-1,Boulder,V8,1,10,31.91562,-106.04694
Problematics,Lower Forest > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108356892/problematics,3.1,8,-1,Boulder,V8-9 PG13,1,30,31.91562,-106.04694
Thundercling,The Shield > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111437979/thundercling,2.0,1,-1,Boulder,V7 PG13,1,20,31.91293,-106.04513
Some Like It Hot,The Shield > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109697392/some-like-it-hot,4.0,1,-1,Boulder,V9-10 R,1,55,31.91293,-106.04513
A.K.A.,The Shield > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108356914/aka,4.0,2,-1,Boulder,5.13+ V10 PG13,1,55,31.91293,-106.04513
Long Dong Roof,Long Dong Roof > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108660701/long-dong-roof,3.7,6,-1,Boulder,V6,1,35,31.9129,-106.0456
Bandit Crack,Bobby's Bakery > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123511972/bandit-crack,2.0,1,-1,Boulder,V0,1,,31.9129,-106.0456
Smokin' with the Bandit,Bobby's Bakery > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123511952/smokin-with-the-bandit,1.0,1,-1,Boulder,V4,1,20,31.9129,-106.0456
Bobby Donuts,Bobby's Bakery > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109668279/bobby-donuts,3.5,4,-1,Boulder,V6,1,15,31.9129,-106.0456
Bobby Boston Cream,Bobby's Bakery > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109668381/bobby-boston-cream,2.5,2,-1,Boulder,V7-8,1,15,31.9129,-106.0456
Planet Zeist,Planet Zeist > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109944524/planet-zeist,3.0,5,-1,Boulder,V6-7,1,20,31.9129,-106.0456
Hoppity Spills His Guts,Wall of the rumbling rabbits > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110130073/hoppity-spills-his-guts,2.8,5,-1,Boulder,V1 PG13,1,,31.9129,-106.0456
The Devil's Butthole,The Devil's Butthole > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111545323/the-devils-butthole,3.8,11,-1,Boulder,V6,1,36,31.91363,-106.04949
Bodysnatcher,Scary Movie Boulders > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114159724/bodysnatcher,3.1,15,-1,Boulder,V4,1,15,31.9129,-106.04559
Booty Slapper,Scary Movie Boulders > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114159733/booty-slapper,2.5,4,-1,Boulder,V5+,1,,31.9129,-106.04559
Rubbing Uglies,Scab Wall > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114287141/rubbing-uglies,2.0,1,-1,Boulder,V0- PG13,1,18,31.9129,-106.04559
Round Room Traverse,Round Room > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116731526/round-room-traverse,3.5,16,-1,Boulder,V0-,1,,31.9129,-106.04559
Pizza Face,Round Room > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116731535/pizza-face,2.0,1,-1,Boulder,V2-,1,15,31.9129,-106.04559
Corey The Pimp,Norwegian Wall > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117291867/corey-the-pimp,3.5,4,-1,Boulder,5.12c V6,1,,31.9129,-106.04559
Lead Belly (aka The Norwegian Wall),Norwegian Wall > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117291895/lead-belly-aka-the-norwegian-wall,3.0,1,-1,Boulder,V10,1,140,31.9129,-106.04559
V0 Runnel,Dam Boulders > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/120268465/v0-runnel,2.0,1,-1,Boulder,V0,1,10,31.91559,-106.04608
V1 Vert,Dam Boulders > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/120268523/v1-vert,2.0,2,-1,Boulder,V1,1,10,31.91559,-106.04608
V2 Huecos,Dam Boulders > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/120268510/v2-huecos,2.5,2,-1,Boulder,V2,1,15,31.91559,-106.04608
Pink Moon,Gilligan's Island > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127392997/pink-moon,3.0,2,-1,Boulder,V5,1,,31.91563,-106.04213
Roses are Red,Gilligan's Island > West Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/127393026/roses-are-red,3.0,1,-1,Boulder,V9,1,,31.91563,-106.04213
