Route,Location,URL,Avg Stars,Num Ratings,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Cadaver,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796651/the-cadaver,1.5,2,-1,Boulder,V0,1,,39.28806,-111.17621
Flatulence,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796685/flatulence,2.0,2,-1,Boulder,V0,1,,39.28806,-111.17621
South Face,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796761/south-face,2.0,2,-1,Boulder,V0,1,,39.28806,-111.17621
Soulfood,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107425896/soulfood,2.4,69,-1,Boulder,V0,1,,39.28806,-111.17621
Peep Show,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402650/peep-show,2.1,12,-1,Boulder,V1,1,12,39.28806,-111.17621
Elm Street,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107425869/elm-street,1.8,73,-1,Boulder,V1,1,12,39.28806,-111.17621
Nightmare,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107425881/nightmare,1.5,63,-1,Boulder,V1,1,,39.28806,-111.17621
Richard,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/117856223/richard,2.3,3,-1,Boulder,V1,1,15,39.28806,-111.17621
The Bung Hole,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796673/the-bung-hole,2.0,2,-1,Boulder,V1,1,,39.28806,-111.17621
Deep Thoughts,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796697/deep-thoughts,2.5,2,-1,Boulder,V1,1,,39.28806,-111.17621
Point of Impact,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126796618/point-of-impact,2.0,2,-1,Boulder,V2,1,,39.28806,-111.17621
Fake News,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112779981/fake-news,1.3,4,-1,Boulder,V2,1,12,39.28806,-111.17621
Chexmix,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183677/chexmix,3.1,282,-1,Boulder,V2,1,12,39.28806,-111.17621
Mono E Mono,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016223/mono-e-mono,2.6,225,-1,Boulder,V4,1,12,39.28806,-111.17621
Nightmare on Elm Street,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183661/nightmare-on-elm-street,2.0,50,-1,Boulder,V4,1,,39.28806,-111.17621
The Rich,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107559992/the-rich,2.7,82,-1,Boulder,V4,1,,39.28806,-111.17621
The Weak,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107559998/the-weak,1.5,28,-1,Boulder,V4,1,,39.28806,-111.17621
Footmare,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107425890/footmare,2.5,32,-1,Boulder,V4+,1,,39.28806,-111.17621
Centrist,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112779994/centrist,1.5,2,-1,Boulder,V4-5,1,12,39.28806,-111.17621
Alt Right,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112780013/alt-right,1.5,2,-1,Boulder,V5,1,12,39.28806,-111.17621
Yoyo C Yoyo,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/122353598/yoyo-c-yoyo,2.3,4,-1,Boulder,V5,1,,39.28806,-111.17621
Cue ball,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183685/cue-ball,2.2,142,-1,Boulder,V5,1,8,39.28806,-111.17621
The Poor,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183691/the-poor,2.1,30,-1,Boulder,V5,1,11,39.28806,-111.17621
Eurosize,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107559985/eurosize,2.8,232,-1,Boulder,V5,1,,39.28806,-111.17621
The Fit,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402627/the-fit,1.6,12,-1,Boulder,V6,1,12,39.28806,-111.17621
Unnamed,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116202958/unnamed,2.8,5,-1,Boulder,V6,1,8,39.28806,-111.17621
Boysize,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016230/boysize,2.7,35,-1,Boulder,V7,1,,39.28806,-111.17621
Golden Plates,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402616/golden-plates,2.8,33,-1,Boulder,V7-8,1,15,39.28806,-111.17621
Fly Me to the Moon,Boy Size (Provo Area) > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/122353645/fly-me-to-the-moon,3.0,2,-1,Boulder,V8,1,,39.28806,-111.17621
Mini,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106725469/mini,1.8,59,-1,Boulder,V1+,1,10,39.30312,-111.18272
Small One,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106725449/small-one,2.0,81,-1,Boulder,V2,1,10,39.30312,-111.18272
Dustbuster,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016249/dustbuster,2.4,95,-1,Boulder,V3,1,12,39.30312,-111.18272
Midget,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016256/midget,2.3,105,-1,Boulder,V3,1,12,39.30312,-111.18272
Pint Size,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/111656564/pint-size,1.9,42,-1,Boulder,V3,1,,39.30312,-111.18272
Lie Low,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/127208760/lie-low,2.0,3,-1,Boulder,V3,1,8,39.30312,-111.18272
Pee Wee,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108137718/pee-wee,2.2,71,-1,Boulder,V4,1,,39.30312,-111.18272
Teensy Weensy Traverse,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/120437046/teensy-weensy-traverse,2.5,17,-1,Boulder,V5-,1,15,39.30312,-111.18272
Runt,The Small One > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016243/runt,1.9,49,-1,Boulder,V6-7,1,,39.30312,-111.18272
Fruity,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183640/fruity,1.7,72,-1,Boulder,V0-,1,12,39.30349,-111.18319
I am,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183630/i-am,1.6,61,-1,Boulder,V1,1,12,39.30349,-111.18319
UMWA Problem,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016416/umwa-problem,2.4,187,-1,Boulder,V2,1,15,39.30349,-111.18319
Crescent Moon,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/111860665/crescent-moon,3.2,41,-1,Boulder,V2,1,12,39.30349,-111.18319
American Freedom Association,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/117588759/american-freedom-association,3.0,9,-1,Boulder,V3,1,15,39.30349,-111.18319
The Dreaded Woodsian,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/122142168/the-dreaded-woodsian,1.0,1,-1,Boulder,V3,1,8,39.30349,-111.18319
UMWA Dyno,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106016419/umwa-dyno,2.4,76,-1,Boulder,V3,1,15,39.30349,-111.18319
Reach Around,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106307456/reach-around,2.9,218,-1,Boulder,V3,1,,39.30349,-111.18319
High Ride,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106777324/high-ride,2.4,87,-1,Boulder,V3+,1,,39.30349,-111.18319
And Tug,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/126039450/and-tug,2.8,5,-1,Boulder,V4-,1,5,39.30349,-111.18319
That Zucchini,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/113900358/that-zucchini,2.5,14,-1,Boulder,V4,1,6,39.30349,-111.18319
Treeble People,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/122142343/treeble-people,2.0,1,-1,Boulder,V5,1,15,39.30349,-111.18319
Smoothie,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106389072/smoothie,2.7,103,-1,Boulder,V5,1,10,39.30349,-111.18319
Rug Rat,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106389082/rug-rat,3.6,194,-1,Boulder,V5,1,15,39.30349,-111.18319
Walrus,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106777315/walrus,3.1,97,-1,Boulder,V5,1,,39.30349,-111.18319
Eyeful of High,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/111735632/eyeful-of-high,1.0,5,-1,Boulder,V6- PG13,1,16,39.30349,-111.18319
Candy Cane,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/125514779/candy-cane,3.0,1,-1,Boulder,V6,1,8,39.30349,-111.18319
Stompin Hippies,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106777310/stompin-hippies,2.7,21,-1,Boulder,V7,1,,39.30349,-111.18319
Skidmark,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/115966572/skidmark,3.1,32,-1,Boulder,V8,1,10,39.30349,-111.18319
Guerrilla Liberation,UMWA Boulder > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/122142280/guerrilla-liberation,2.0,1,-1,Boulder,V8,1,12,39.30349,-111.18319
Quality Before Quantity,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116729693/quality-before-quantity,0.8,5,-1,Boulder,V0,1,,39.29265,-111.1814
Question,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116729712/question,1.0,5,-1,Boulder,V1,1,,39.29265,-111.1814
Mark,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116729729/mark,0.8,4,-1,Boulder,V1,1,,39.29265,-111.1814
Jogmate,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116729755/jogmate,1.0,1,-1,Boulder,V1,1,,39.29265,-111.1814
Kids Are For Chicks,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/109694708/kids-are-for-chicks,2.3,17,-1,Boulder,V2+,1,15,39.29265,-111.1814
Crack Back,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114074988/crack-back,2.6,23,-1,Boulder,V3,1,12,39.29265,-111.1814
Milky Way,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/109464046/milky-way,2.4,30,-1,Boulder,V3-4,1,10,39.29265,-111.1814
Blue Eyed,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107183726/blue-eyed,2.7,64,-1,Boulder,V3-4,1,12,39.29265,-111.1814
Filla Void,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106318285/filla-void,3.2,75,-1,Boulder,V5,1,12,39.29265,-111.1814
Prow,Black and Tan > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114957518/prow,2.0,4,-1,Boulder,V7,1,7,39.29265,-111.1814
Scoopable,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106725491/scoopable,2.3,36,-1,Boulder,V0 R,1,,39.29932,-111.18218
Hydraulic Fracturing,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116735492/hydraulic-fracturing,2.3,6,-1,Boulder,V0+ R,1,20,39.29932,-111.18218
Womb Tomb,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/119838055/womb-tomb,2.3,15,-1,Boulder,V1,1,10,39.29932,-111.18218
Eye Patch,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107939498/eye-patch,1.4,59,-1,Boulder,V1,1,,39.29932,-111.18218
Pop Belly,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107939453/pop-belly,1.8,42,-1,Boulder,V2,1,,39.29932,-111.18218
Tweakers,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107939465/tweakers,2.1,94,-1,Boulder,V2,1,,39.29932,-111.18218
Todd's Arete,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107942060/todds-arete,2.1,85,-1,Boulder,V2,1,,39.29932,-111.18218
The Plank,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114213461/the-plank,2.7,83,-1,Boulder,V2,1,,39.29932,-111.18218
Small Guy,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114213538/small-guy,1.9,9,-1,Boulder,V2,1,,39.29932,-111.18218
Bitter Bite,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107939458/bitter-bite,1.8,63,-1,Boulder,V3-,1,,39.29932,-111.18218
Shorty Pie,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107942071/shorty-pie,2.0,28,-1,Boulder,V3,1,,39.29932,-111.18218
Better Than Coffee,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402445/better-than-coffee,3.0,200,-1,Boulder,V3,1,15,39.29932,-111.18218
Dem' Bones,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106537327/dem-bones,2.9,256,-1,Boulder,V3,1,12,39.29932,-111.18218
Cave Man,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402464/cave-man,2.8,73,-1,Boulder,V4,1,15,39.29932,-111.18218
Sling Blade,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106770019/sling-blade,2.8,133,-1,Boulder,V4,1,12,39.29932,-111.18218
Coffee Breath,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/123322004/coffee-breath,2.0,2,-1,Boulder,V4,1,,39.29932,-111.18218
Leaving Base Camp,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112282396/leaving-base-camp,2.1,15,-1,Boulder,V4,1,10,39.29932,-111.18218
Cave Club,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107937864/cave-club,2.4,52,-1,Boulder,V5-,1,,39.29932,-111.18218
Vitruvian Man,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/115452939/vitruvian-man,3.1,21,-1,Boulder,V5,1,12,39.29932,-111.18218
Bone Slinger,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/125022588/bone-slinger,3.0,2,-1,Boulder,V6,1,12,39.29932,-111.18218
3 Weeks,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106402450/3-weeks,2.1,24,-1,Boulder,V6,1,10,39.29932,-111.18218
Ian's Dyno,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106725500/ians-dyno,2.8,17,-1,Boulder,V6,1,20,39.29932,-111.18218
Better Than Starbucks,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107866250/better-than-starbucks,3.0,56,-1,Boulder,V6,1,18,39.29932,-111.18218
3 Weeks Low,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108854403/3-weeks-low,2.5,22,-1,Boulder,V8,1,,39.29932,-111.18218
Afterthought,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114220615/afterthought,4.0,2,-1,Boulder,V9,1,7,39.29932,-111.18218
#2 Arete,Warm-Up Area > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/123463233/2-arete,3.0,1,-1,Boulder,V9,1,20,39.29932,-111.18218
Ghost Tree,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106985575/ghost-tree,2.2,6,-1,Boulder,V1,1,12,39.32766,-111.19052
Skims Game,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107176473/skims-game,2.8,46,-1,Boulder,V3,1,15,39.32766,-111.19052
Rubadubba,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108137702/rubadubba,2.1,11,-1,Boulder,V5,1,,39.32766,-111.19052
Moby Dick,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106906216/moby-dick,3.1,44,-1,Boulder,V6,1,12,39.32766,-111.19052
Get Some,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106985546/get-some,2.6,5,-1,Boulder,V6,1,14,39.32766,-111.19052
Black and Blue,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107092930/black-and-blue,2.8,18,-1,Boulder,V6,1,15,39.32766,-111.19052
Team Effort,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106410232/team-effort,3.7,29,-1,Boulder,V9,1,15,39.32766,-111.19052
Hooters,Lower Hillside > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/110082425/hooters,3.2,6,-1,Boulder,V9,1,12,39.32766,-111.19052
Jitterbug Perfume,Jitterbug > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106796625/jitterbug-perfume,3.9,14,-1,Boulder,V10,1,12,39.32047,-111.19029
Zoolander,Jitterbug > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116103892/zoolander,3.8,9,-1,Boulder,V10,1,10,39.32047,-111.19029
East Coast Special,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/121504783/east-coast-special,2.0,2,-1,Boulder,V1-,1,,39.3136,-111.1871
Elephant Man,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114341811/elephant-man,2.0,4,-1,Boulder,V1,1,,39.3136,-111.1871
Uncerclings,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106996001/uncerclings,1.6,12,-1,Boulder,V2-,1,,39.3136,-111.1871
Bouncy Chair,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106995994/bouncy-chair,1.4,14,-1,Boulder,V2,1,,39.3136,-111.1871
Crack It,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/118927812/crack-it,1.4,5,-1,Boulder,V2,1,10,39.3136,-111.1871
Pippen's Pipe,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/118927835/pippens-pipe,2.0,3,-1,Boulder,V2 PG13,1,15,39.3136,-111.1871
Cattleguard,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/121587472/cattleguard,2.5,10,-1,Boulder,V2,1,,39.3136,-111.1871
Sam's Oliphant,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108696501/sams-oliphant,3.0,20,-1,Boulder,V2,1,10,39.3136,-111.1871
Twilight Delight,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114075027/twilight-delight,2.5,12,-1,Boulder,V2,1,15,39.3136,-111.1871
Wee Man,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114075044/wee-man,2.3,17,-1,Boulder,V3,1,12,39.3136,-111.1871
The Black Face,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106995971/the-black-face,1.6,20,-1,Boulder,V3,1,,39.3136,-111.1871
Gnarler,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106995984/gnarler,2.4,27,-1,Boulder,V4-,1,,39.3136,-111.1871
Tufa Land,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114341819/tufa-land,2.4,17,-1,Boulder,V4+,1,,39.3136,-111.1871
Proppa Dyno,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107942088/proppa-dyno,3.5,171,-1,Boulder,V5,1,,39.3136,-111.1871
O Face,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108051617/o-face,3.2,6,-1,Boulder,V5,1,15,39.3136,-111.1871
Snake Pit,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/111226102/snake-pit,1.3,3,-1,Boulder,V5,1,12,39.3136,-111.1871
Knob Snob,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112220793/knob-snob,3.0,1,-1,Boulder,V5,1,,39.3136,-111.1871
Hand of Doom,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/113691945/hand-of-doom,3.6,9,-1,Boulder,V6,1,25,39.3136,-111.1871
Pimple,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108982855/pimple,2.5,2,-1,Boulder,V6+,1,13,39.3136,-111.1871
Shindig Ripple Variation,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106996228/shindig-ripple-variation,2.4,14,-1,Boulder,V7-,1,,39.3136,-111.1871
Shindig,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/106995977/shindig,3.4,86,-1,Boulder,V7,1,,39.3136,-111.1871
Thor's Hammer,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/117636125/thors-hammer,3.9,76,-1,Boulder,V7,1,20,39.3136,-111.1871
Rash,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108982840/rash,2.3,3,-1,Boulder,V7+,1,13,39.3136,-111.1871
Loc-Nar,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/112220690/loc-nar,3.7,15,-1,Boulder,V8,1,,39.3136,-111.1871
Death Proof,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/114075062/death-proof,3.0,8,-1,Boulder,V8,1,20,39.3136,-111.1871
Fantasy Factory,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/119553940/fantasy-factory,3.5,4,-1,Boulder,V8,1,18,39.3136,-111.1871
Playmate,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116753389/playmate,-1.0,0,-1,Boulder,V9 PG13,1,20,39.3136,-111.1871
Playmate of the Year,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107927233/playmate-of-the-year,3.7,33,-1,Boulder,V9,1,10,39.3136,-111.1871
Death Scream,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107385207/death-scream,3.3,36,-1,Boulder,V10-,1,15,39.3136,-111.1871
Battletoads,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107921777/battletoads,3.8,4,-1,Boulder,V10,1,13,39.3136,-111.1871
Eye of the Beholder,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107927247/eye-of-the-beholder,3.7,7,-1,Boulder,V10,1,14,39.3136,-111.1871
Barely Legal,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/116757923/barely-legal,3.7,6,-1,Boulder,V11,1,12,39.3136,-111.1871
Slam Dunk,The Perimeter > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/125233781/slam-dunk,3.0,1,-1,Boulder,V11,1,10,39.3136,-111.1871
Chicken,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107517082/chicken,2.1,39,-1,Boulder,V1,1,,39.28194,-111.17537
Infomercial,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107517100/infomercial,1.7,27,-1,Boulder,V1-2,1,,39.28194,-111.17537
ShadWow,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108399575/shadwow,2.0,18,-1,Boulder,V2,1,12,39.28194,-111.17537
Ty-Dye,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/108399592/ty-dye,1.5,13,-1,Boulder,V2,1,12,39.28194,-111.17537
Tim's Rash,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107517008/tims-rash,2.1,39,-1,Boulder,V4,1,12,39.28194,-111.17537
Thighmaster,Thighmaster > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107517022/thighmaster,2.4,61,-1,Boulder,V5,1,12,39.28194,-111.17537
DK's Bulge,Dairy Canyon > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/107923858/dks-bulge,2.2,41,-1,Boulder,V1,1,15,39.3721,-111.22236
Change of Steaks,Dairy Canyon > Right Fork > Joe's Valley > Central Utah > Utah,https://www.mountainproject.com/route/115362460/change-of-steaks,2.7,6,-1,Boulder,V2,1,,39.3721,-111.22236
